14.01澪標	OH_OO渋谷源氏	310	340	B	さやか	清か	サヤカ	形状詞-一般			サヤカ	和
14.01澪標	OH_OO渋谷源氏	20080	20090	I	御	御	オオン	接頭辞			オオン	和
14.01澪標	OH_OO渋谷源氏	20090	20110	I	乳母	乳母	メノト	名詞-普通名詞-一般			メノト	和
14.01澪標	OH_OO渋谷源氏	20110	20130	I	たち	達	タチ	接尾辞-名詞的-一般			タチ	和
14.01澪標	OH_OO渋谷源氏	20130	20140	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	20140	20160	I	さら	然る	サル	動詞-一般	文語ラ行変格	未然形-一般	サラ	和
14.01澪標	OH_OO渋谷源氏	20160	20170	I	ぬ	ず	ズ	助動詞	文語助動詞-ズ	連体形-一般	ヌ	和
14.01澪標	OH_OO渋谷源氏	20170	20200	I	人びと	人々	ヒトビト	名詞-普通名詞-一般			ヒトビト	和
14.01澪標	OH_OO渋谷源氏	20200	20210	I	も	も	モ	助詞-係助詞			モ	和
14.01澪標	OH_OO渋谷源氏	20210	20220	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	20220	20250	I	年ごろ	年頃	トシゴロ	名詞-普通名詞-一般			トシゴロ	和
14.01澪標	OH_OO渋谷源氏	20250	20260	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	20260	20280	I	ほど	程	ホド	名詞-普通名詞-副詞可能			ホド	和
14.01澪標	OH_OO渋谷源氏	20280	20310	I	まかで	罷出でる	マカデル	動詞-一般	文語下二段-ダ行	連用形-一般	マカデ	和
14.01澪標	OH_OO渋谷源氏	20310	20330	I	散ら	散る	チル	動詞-一般	文語四段-ラ行	未然形-一般	チラ	和
14.01澪標	OH_OO渋谷源氏	20330	20350	I	ざり	ず	ズ	助動詞	文語助動詞-ズ	連用形-補助	ザリ	和
14.01澪標	OH_OO渋谷源氏	20350	20370	I	ける	けり	ケリ	助動詞	文語助動詞-ケリ	連体形-一般	ケル	和
14.01澪標	OH_OO渋谷源氏	20370	20380	I	は	は	ハ	助詞-係助詞			ワ	和
14.01澪標	OH_OO渋谷源氏	20380	20390	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	20390	20400	I	皆	皆	ミナ	名詞-普通名詞-副詞可能			ミナ	和
14.01澪標	OH_OO渋谷源氏	20400	20420	I	さる	然る	サル	動詞-一般	文語ラ行変格	連体形-一般	サル	和
14.01澪標	OH_OO渋谷源氏	20420	20440	I	べき	べし	ベシ	助動詞	文語助動詞-ベシ	連体形-一般	ベキ	和
14.01澪標	OH_OO渋谷源氏	20440	20460	I	こと	事	コト	名詞-普通名詞-一般			コト	和
14.01澪標	OH_OO渋谷源氏	20460	20470	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	20470	20490	I	触れ	触れる	フレル	動詞-一般	文語下二段-ラ行	連用形-一般	フレ	和
14.01澪標	OH_OO渋谷源氏	20490	20510	I	つつ	つつ	ツツ	助詞-接続助詞			ツツ	和
14.01澪標	OH_OO渋谷源氏	20510	20520	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	20520	20550	I	よすが	縁	ヨスガ	名詞-普通名詞-一般			ヨスガ	和
14.01澪標	OH_OO渋谷源氏	20550	20570	I	つけ	付ける	ツケル	動詞-非自立可能	文語下二段-カ行	未然形-一般	ツケ	和
14.01澪標	OH_OO渋谷源氏	20570	20580	I	む	む	ム	助動詞	文語助動詞-ム	連体形-一般	ム	和
14.01澪標	OH_OO渋谷源氏	20580	20600	I	こと	事	コト	名詞-普通名詞-一般			コト	和
14.01澪標	OH_OO渋谷源氏	20600	20610	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	20610	20630	I	思し	思す	オボス	動詞-一般	文語四段-サ行	連用形-一般	オボシ	和
14.01澪標	OH_OO渋谷源氏	20630	20650	I	おき	置く	オク	動詞-非自立可能	文語四段-カ行	連用形-一般	オキ	和
14.01澪標	OH_OO渋谷源氏	20650	20670	I	つる	つ	ツ	助動詞	文語助動詞-ツ	連体形-一般	ツル	和
14.01澪標	OH_OO渋谷源氏	20670	20680	I	に	に	ニ	助詞-接続助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	20680	20690	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	20690	20720	I	幸ひ人	幸い人	サイワイビト	名詞-普通名詞-一般			サイワイビト	和
14.01澪標	OH_OO渋谷源氏	20720	20740	I	多く	多い	オオイ	形容詞-一般	文語形容詞-ク	連用形-一般	オーク	和
14.01澪標	OH_OO渋谷源氏	20740	20760	I	なり	成る	ナル	動詞-非自立可能	文語四段-ラ行	連用形-一般	ナリ	和
14.01澪標	OH_OO渋谷源氏	20760	20770	I	ぬ	ぬ	ヌ	助動詞	文語助動詞-ヌ	終止形-一般	ヌ	和
14.01澪標	OH_OO渋谷源氏	20770	20790	I	べし	べし	ベシ	助動詞	文語助動詞-ベシ	終止形-一般	ベシ	和
14.01澪標	OH_OO渋谷源氏	20790	20800	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	20800	20820	B	二条	ニジョウ	ニジョウ	名詞-固有名詞-地名-一般			ニジョー	固
14.01澪標	OH_OO渋谷源氏	20820	20830	I	院	院	イン	名詞-普通名詞-一般			イン	漢
14.01澪標	OH_OO渋谷源氏	20830	20840	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	20840	20850	I	も	も	モ	助詞-係助詞			モ	和
14.01澪標	OH_OO渋谷源氏	20850	20860	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	20860	20880	I	同じ	同じい	オナジイ	形容詞-一般	文語形容詞-シク	語幹-一般	オナジ	和
14.01澪標	OH_OO渋谷源氏	20880	20900	I	ごと	ごとし	ゴトシ	助動詞	文語助動詞-ゴトシ	語幹-一般	ゴト	和
14.01澪標	OH_OO渋谷源氏	20900	20920	I	待ち	待つ	マツ	動詞-一般	文語四段-タ行	連用形-一般	マチ	和
14.01澪標	OH_OO渋谷源氏	20920	20950	I	きこえ	聞こえる	キコエル	動詞-非自立可能	文語下二段-ヤ行	連用形-一般	キコエ	和
14.01澪標	OH_OO渋谷源氏	20950	20970	I	ける	けり	ケリ	助動詞	文語助動詞-ケリ	連体形-一般	ケル	和
14.01澪標	OH_OO渋谷源氏	20970	20980	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
14.01澪標	OH_OO渋谷源氏	20980	20990	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	20990	21000	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	21000	21030	I	あはれ	哀れ	アワレ	名詞-普通名詞-形状詞可能			アワレ	和
14.01澪標	OH_OO渋谷源氏	21030	21050	I	なる	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連体形-一般	ナル	和
14.01澪標	OH_OO渋谷源氏	21050	21070	I	もの	物	モノ	名詞-普通名詞-サ変可能			モノ	和
14.01澪標	OH_OO渋谷源氏	21070	21080	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	21080	21100	I	思し	思す	オボス	動詞-一般	文語四段-サ行	連用形-一般	オボシ	和
14.01澪標	OH_OO渋谷源氏	21100	21110	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	21110	21120	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	21120	21150	I	年ごろ	年頃	トシゴロ	名詞-普通名詞-一般			トシゴロ	和
14.01澪標	OH_OO渋谷源氏	21150	21160	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	21160	21170	I	胸	胸	ムネ	名詞-普通名詞-一般			ムネ	和
14.01澪標	OH_OO渋谷源氏	21170	21190	I	あく	明く	アク	動詞-一般	文語四段-カ行	連体形-一般	アク	和
14.01澪標	OH_OO渋谷源氏	21190	21220	I	ばかり	ばかり	バカリ	助詞-副助詞			バカリ	和
14.01澪標	OH_OO渋谷源氏	21220	21230	I	と	と	ト	助詞-格助詞			ト	和
14.01澪標	OH_OO渋谷源氏	21230	21250	I	思せ	思す	オボス	動詞-一般	文語四段-サ行	已然形-一般	オボセ	和
14.01澪標	OH_OO渋谷源氏	21250	21260	I	ば	ば	バ	助詞-接続助詞			バ	和
14.01澪標	OH_OO渋谷源氏	21260	21270	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	21270	21290	I	中将	中将	チュウジョウ	名詞-普通名詞-一般			チュージョー	漢
14.01澪標	OH_OO渋谷源氏	21290	21300	I	，	，		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	21300	21320	I	中務	中務	ナカツカサ	名詞-普通名詞-一般			ナカツカサ	和
14.01澪標	OH_OO渋谷源氏	21320	21340	I	やう	様	ヨウ	接尾辞-名詞的-一般			ヨー	漢
14.01澪標	OH_OO渋谷源氏	21340	21350	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	21350	21380	I	人びと	人々	ヒトビト	名詞-普通名詞-一般			ヒトビト	和
14.01澪標	OH_OO渋谷源氏	21380	21390	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	21390	21400	I	は	は	ハ	助詞-係助詞			ワ	和
14.01澪標	OH_OO渋谷源氏	21400	21410	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	21410	21450	I	ほどほど	程々	ホドホド	名詞-普通名詞-形状詞可能			ホドホド	和
14.01澪標	OH_OO渋谷源氏	21450	21460	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	21460	21480	I	つけ	付ける	ツケル	動詞-非自立可能	文語下二段-カ行	連用形-一般	ツケ	和
14.01澪標	OH_OO渋谷源氏	21480	21500	I	つつ	つつ	ツツ	助詞-接続助詞			ツツ	和
14.01澪標	OH_OO渋谷源氏	21500	21520	I	情け	情け	ナサケ	名詞-普通名詞-一般			ナサケ	和
14.01澪標	OH_OO渋谷源氏	21520	21530	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	21530	21550	I	見え	見える	ミエル	動詞-一般	文語下二段-ヤ行	連用形-一般	ミエ	和
14.01澪標	OH_OO渋谷源氏	21550	21580	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連体形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	21580	21590	I	に	に	ニ	助詞-接続助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	21590	21600	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	21600	21610	I	御	御	オオン	接頭辞			オオン	和
14.01澪標	OH_OO渋谷源氏	21610	21660	I	いとまなく	暇無い	イトマナイ	形容詞-一般	文語形容詞-ク	連用形-一般	イトマナク	和
14.01澪標	OH_OO渋谷源氏	21660	21670	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	21670	21680	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	21680	21690	I	他	人	ヒト	名詞-普通名詞-一般			ヒト	和
14.01澪標	OH_OO渋谷源氏	21690	21710	I	歩き	歩く	アリク	動詞-一般	文語四段-カ行	連用形-一般	アリキ	和
14.01澪標	OH_OO渋谷源氏	21710	21720	I	も	も	モ	助詞-係助詞			モ	和
14.01澪標	OH_OO渋谷源氏	21720	21730	I	し	為る	スル	動詞-非自立可能	文語サ行変格	連用形-一般	シ	和
14.01澪標	OH_OO渋谷源氏	21730	21760	I	たまは	給う	タマウ	動詞-非自立可能	文語四段-ハ行	未然形-一般	タマワ	和
14.01澪標	OH_OO渋谷源氏	21760	21770	I	ず	ず	ズ	助動詞	文語助動詞-ズ	終止形-一般	ズ	和
14.01澪標	OH_OO渋谷源氏	21770	21780	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	21780	21800	B	二条	ニジョウ	ニジョウ	名詞-固有名詞-地名-一般			ニジョー	固
14.01澪標	OH_OO渋谷源氏	21800	21810	I	院	院	イン	名詞-普通名詞-一般			イン	漢
14.01澪標	OH_OO渋谷源氏	21810	21820	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	21820	21830	I	東	東	ヒガシ	名詞-普通名詞-一般			ヒンガシ	和
14.01澪標	OH_OO渋谷源氏	21830	21850	I	なる	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連体形-一般	ナル	和
14.01澪標	OH_OO渋谷源氏	21850	21860	I	宮	宮	ミヤ	名詞-普通名詞-一般			ミヤ	和
14.01澪標	OH_OO渋谷源氏	21860	21870	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	21870	21880	I	院	院	イン	名詞-普通名詞-一般			イン	漢
14.01澪標	OH_OO渋谷源氏	21880	21890	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	21890	21900	I	御	御	オオン	接頭辞			オオン	和
14.01澪標	OH_OO渋谷源氏	21900	21920	I	処分	処分	ショブン	名詞-普通名詞-一般			ソーブン	漢
14.01澪標	OH_OO渋谷源氏	21920	21940	I	なり	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-一般	ナリ	和
14.01澪標	OH_OO渋谷源氏	21940	21950	I	し	き	キ	助動詞	文語助動詞-キ	連体形-一般	シ	和
14.01澪標	OH_OO渋谷源氏	21950	21960	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	21960	21970	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	21970	22000	I	二なく	二無い	ニナイ	形容詞-一般	文語形容詞-ク	連用形-一般	ニナク	混
14.01澪標	OH_OO渋谷源氏	22000	22020	I	改め	改める	アラタメル	動詞-一般	文語下二段-マ行	連用形-一般	アラタメ	和
14.01澪標	OH_OO渋谷源氏	22020	22040	I	造ら	作る	ツクル	動詞-一般	文語四段-ラ行	未然形-一般	ツクラ	和
14.01澪標	OH_OO渋谷源氏	22040	22050	I	せ	せる	セル	助動詞	文語下二段-サ行	連用形-一般	セ	和
14.01澪標	OH_OO渋谷源氏	22050	22080	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	22080	22090	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	22090	22100	B	「	「		補助記号-括弧開				記号
14.01澪標	OH_OO渋谷源氏	22100	22130	I	花散里	ハナチルサト	ハナチルサト	名詞-固有名詞-人名-一般			ハナチルサト	固
14.01澪標	OH_OO渋谷源氏	22130	22150	I	など	など	ナド	助詞-副助詞			ナド	和
14.01澪標	OH_OO渋谷源氏	22150	22170	I	やう	様	ヨウ	接尾辞-名詞的-一般			ヨー	漢
14.01澪標	OH_OO渋谷源氏	22170	22180	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	22180	22220	I	心苦しき	心苦しい	ココログルシイ	形容詞-一般	文語形容詞-シク	連体形-一般	ココログルシキ	和
14.01澪標	OH_OO渋谷源氏	22220	22250	I	人びと	人々	ヒトビト	名詞-普通名詞-一般			ヒトビト	和
14.01澪標	OH_OO渋谷源氏	22250	22270	I	住ま	住む	スム	動詞-一般	文語四段-マ行	未然形-一般	スマ	和
14.01澪標	OH_OO渋谷源氏	22270	22280	I	せ	せる	セル	助動詞	文語下二段-サ行	未然形-一般	セ	和
14.01澪標	OH_OO渋谷源氏	22280	22290	I	む	む	ム	助動詞	文語助動詞-ム	終止形-一般	ム	和
14.01澪標	OH_OO渋谷源氏	22290	22300	I	」	」		補助記号-括弧閉				記号
14.01澪標	OH_OO渋谷源氏	22300	22320	I	など	など	ナド	助詞-副助詞			ナド	和
14.01澪標	OH_OO渋谷源氏	22320	22330	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	22330	22350	I	思し	思す	オボス	動詞-一般	文語四段-サ行	連用形-一般	オボシ	和
14.01澪標	OH_OO渋谷源氏	22350	22370	I	当て	当てる	アテル	動詞-一般	文語下二段-タ行	連用形-一般	アテ	和
14.01澪標	OH_OO渋谷源氏	22370	22380	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	22380	22400	I	繕は	繕う	ツクロウ	動詞-一般	文語四段-ハ行	未然形-一般	ツクロワ	和
14.01澪標	OH_OO渋谷源氏	22400	22410	I	せ	せる	セル	助動詞	文語下二段-サ行	連用形-一般	セ	和
14.01澪標	OH_OO渋谷源氏	22410	22440	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	22440	22450	I	。	。		補助記号-句点				記号
