13.03明石	OH_OO渋谷源氏	360	380	B	明石	アカシ	アカシ	名詞-固有名詞-地名-一般			アカシ	固
13.03明石	OH_OO渋谷源氏	11790	11800	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	11800	11830	I	根ざし	根差し	ネザシ	名詞-普通名詞-一般			ネザシ	和
13.03明石	OH_OO渋谷源氏	11830	11840	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	11840	11850	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	11850	11880	I	心ばへ	心ばえ	ココロバエ	名詞-普通名詞-一般			ココロバエ	和
13.03明石	OH_OO渋谷源氏	11880	11900	I	ある	有る	アル	動詞-非自立可能	文語ラ行変格	連体形-一般	アル	和
13.03明石	OH_OO渋谷源氏	11900	11920	I	さま	様	サマ	名詞-普通名詞-一般			サマ	和
13.03明石	OH_OO渋谷源氏	11920	11940	I	なり	なり	ナリ	助動詞	文語助動詞-ナリ-断定	終止形-一般	ナリ	和
13.03明石	OH_OO渋谷源氏	11940	11950	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	11950	11970	B	前栽	前栽	センザイ	名詞-普通名詞-一般			センザイ	漢
13.03明石	OH_OO渋谷源氏	11970	11990	I	ども	共	ドモ	接尾辞-名詞的-一般			ドモ	和
13.03明石	OH_OO渋谷源氏	11990	12000	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	12000	12010	I	虫	虫	ムシ	名詞-普通名詞-一般			ムシ	和
13.03明石	OH_OO渋谷源氏	12010	12020	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	12020	12030	I	声	声	コエ	名詞-普通名詞-一般			コエ	和
13.03明石	OH_OO渋谷源氏	12030	12040	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	12040	12070	I	尽くし	尽くす	ツクス	動詞-非自立可能	文語四段-サ行	連用形-一般	ツクシ	和
13.03明石	OH_OO渋谷源氏	12070	12090	I	たり	たり	タリ	助動詞	文語助動詞-タリ-完了	終止形-一般	タリ	和
13.03明石	OH_OO渋谷源氏	12090	12100	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	12100	12150	B	ここかしこ	此処彼処	ココカシコ	代名詞			ココカシコ	和
13.03明石	OH_OO渋谷源氏	12150	12160	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	12160	12200	I	ありさま	有り様	アリサマ	名詞-普通名詞-一般			アリサマ	和
13.03明石	OH_OO渋谷源氏	12200	12220	I	など	など	ナド	助詞-副助詞			ナド	和
13.03明石	OH_OO渋谷源氏	12220	12240	I	御覧	御覧	ゴラン	名詞-普通名詞-一般			ゴラン	漢
13.03明石	OH_OO渋谷源氏	12240	12250	I	ず	為る	スル	動詞-非自立可能	文語サ行変格	終止形-一般	ズ	和
13.03明石	OH_OO渋谷源氏	12250	12260	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	12260	12270	B	娘	娘	ムスメ	名詞-普通名詞-一般			ムスメ	和
13.03明石	OH_OO渋谷源氏	12270	12290	I	住ま	住む	スム	動詞-一般	文語四段-マ行	未然形-一般	スマ	和
13.03明石	OH_OO渋谷源氏	12290	12300	I	せ	せる	セル	助動詞	文語下二段-サ行	連用形-一般	セ	和
13.03明石	OH_OO渋谷源氏	12300	12320	I	たる	たり	タリ	助動詞	文語助動詞-タリ-完了	連体形-一般	タル	和
13.03明石	OH_OO渋谷源氏	12320	12330	I	方	方	カタ	名詞-普通名詞-助数詞可能			カタ	和
13.03明石	OH_OO渋谷源氏	12330	12340	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	12340	12350	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	12350	12380	I	心こと	心殊	ココロコト	形状詞-一般			ココロコト	和
13.03明石	OH_OO渋谷源氏	12380	12390	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
13.03明石	OH_OO渋谷源氏	12390	12410	I	磨き	磨く	ミガク	動詞-一般	文語四段-カ行	連用形-一般	ミガキ	和
13.03明石	OH_OO渋谷源氏	12410	12420	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	12420	12430	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	12430	12440	I	月	月	ツキ	名詞-普通名詞-助数詞可能			ツキ	和
13.03明石	OH_OO渋谷源氏	12440	12460	I	入れ	入れる	イレル	動詞-一般	文語下二段-ラ行	連用形-一般	イレ	和
13.03明石	OH_OO渋谷源氏	12460	12480	I	たる	たり	タリ	助動詞	文語助動詞-タリ-完了	連体形-一般	タル	和
13.03明石	OH_OO渋谷源氏	12480	12500	I	真木	真木	マキ	名詞-普通名詞-一般			マキ	和
13.03明石	OH_OO渋谷源氏	12500	12510	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	12510	12530	I	戸口	戸口	トグチ	名詞-普通名詞-一般			トグチ	和
13.03明石	OH_OO渋谷源氏	12530	12540	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	12540	12570	I	けしき	気色	ケシキ	名詞-普通名詞-一般			ケシキ	漢
13.03明石	OH_OO渋谷源氏	12570	12600	I	ばかり	ばかり	バカリ	助詞-副助詞			バカリ	和
13.03明石	OH_OO渋谷源氏	12600	12620	I	押し	押す	オス	動詞-一般	文語四段-サ行	連用形-一般	オシ	和
13.03明石	OH_OO渋谷源氏	12620	12640	I	開け	開ける	アケル	動詞-一般	文語下二段-カ行	連用形-一般	アケ	和
13.03明石	OH_OO渋谷源氏	12640	12660	I	たり	たり	タリ	助動詞	文語助動詞-タリ-完了	終止形-一般	タリ	和
13.03明石	OH_OO渋谷源氏	12660	12670	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	12670	12690	B	うち	打ち	ウチ	接頭辞			ウチ	和
13.03明石	OH_OO渋谷源氏	12690	12730	I	やすらひ	休らう	ヤスラウ	動詞-一般	文語四段-ハ行	連用形-一般	ヤスライ	和
13.03明石	OH_OO渋谷源氏	12730	12740	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	12740	12750	I	何	何	ナニ	代名詞			ナニ	和
13.03明石	OH_OO渋谷源氏	12750	12760	I	か	か	カ	助詞-係助詞			カ	和
13.03明石	OH_OO渋谷源氏	12760	12770	I	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	12770	12810	I	のたまふ	宣う	ノタマウ	動詞-一般	文語四段-ハ行	連体形-一般	ノタマウ	和
13.03明石	OH_OO渋谷源氏	12810	12820	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	12820	12830	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	12830	12840	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	12840	12850	I	「	「		補助記号-括弧開				記号
13.03明石	OH_OO渋谷源氏	12850	12870	I	かう	斯く	カク	副詞			コー	和
13.03明石	OH_OO渋谷源氏	12870	12890	I	まで	まで	マデ	助詞-副助詞			マデ	和
13.03明石	OH_OO渋谷源氏	12890	12900	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	12900	12920	I	見え	見える	ミエル	動詞-一般	文語下二段-ヤ行	連用形-一般	ミエ	和
13.03明石	OH_OO渋谷源氏	12920	12970	I	たてまつら	奉る	タテマツル	動詞-非自立可能	文語四段-ラ行	未然形-一般	タテマツラ	和
13.03明石	OH_OO渋谷源氏	12970	12980	I	じ	じ	ジ	助動詞	文語助動詞-ジ	終止形-一般	ジ	和
13.03明石	OH_OO渋谷源氏	12980	12990	I	」	」		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	12990	13000	I	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	13000	13020	I	深う	深い	フカイ	形容詞-一般	文語形容詞-ク	連用形-ウ音便	フコー	和
13.03明石	OH_OO渋谷源氏	13020	13040	I	思ふ	思う	オモウ	動詞-一般	文語四段-ハ行	連体形-一般	オモウ	和
13.03明石	OH_OO渋谷源氏	13040	13050	I	に	に	ニ	助詞-接続助詞			ニ	和
13.03明石	OH_OO渋谷源氏	13050	13060	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	13060	13120	I	もの嘆かしう	物嘆かしい	モノナゲカシイ	形容詞-一般	文語形容詞-シク	連用形-ウ音便	モノナゲカシュー	和
13.03明石	OH_OO渋谷源氏	13120	13130	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	13130	13140	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	13140	13160	I	うち	打ち	ウチ	接頭辞			ウチ	和
13.03明石	OH_OO渋谷源氏	13160	13180	I	とけ	解ける	トケル	動詞-一般	文語下二段-カ行	未然形-一般	トケ	和
13.03明石	OH_OO渋谷源氏	13180	13190	I	ぬ	ず	ズ	助動詞	文語助動詞-ズ	連体形-一般	ヌ	和
13.03明石	OH_OO渋谷源氏	13190	13200	I	心	心	ココロ	名詞-普通名詞-サ変可能			ココロ	和
13.03明石	OH_OO渋谷源氏	13200	13220	I	ざま	様	サマ	名詞-普通名詞-一般			ザマ	和
13.03明石	OH_OO渋谷源氏	13220	13230	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	13230	13240	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	13240	13250	I	「	「		補助記号-括弧開				記号
13.03明石	OH_OO渋谷源氏	13250	13290	I	こよなう	こよない	コヨナイ	形容詞-一般	文語形容詞-ク	連用形-ウ音便	コヨノー	和
13.03明石	OH_OO渋谷源氏	13290	13300	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	13300	13310	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
13.03明石	OH_OO渋谷源氏	13310	13330	I	めき	めく	メク	接尾辞-動詞的	文語四段-カ行	連用形-一般	メキ	和
13.03明石	OH_OO渋谷源氏	13330	13350	I	たる	たり	タリ	助動詞	文語助動詞-タリ-完了	連体形-一般	タル	和
13.03明石	OH_OO渋谷源氏	13350	13370	I	かな	哉	カナ	助詞-終助詞			カナ	和
13.03明石	OH_OO渋谷源氏	13370	13380	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	13380	13390	B	さ	然	サ	副詞			サ	和
13.03明石	OH_OO渋谷源氏	13390	13410	I	しも	しも	シモ	助詞-副助詞			シモ	和
13.03明石	OH_OO渋谷源氏	13410	13430	I	ある	有る	アル	動詞-非自立可能	文語ラ行変格	連体形-一般	アル	和
13.03明石	OH_OO渋谷源氏	13430	13460	I	まじき	まじ	マジ	助動詞	文語助動詞-マジ	連体形-一般	マジキ	和
13.03明石	OH_OO渋谷源氏	13460	13470	I	際	際	キワ	名詞-普通名詞-一般			キワ	和
13.03明石	OH_OO渋谷源氏	13470	13480	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	13480	13490	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
13.03明石	OH_OO渋谷源氏	13490	13510	I	だに	だに	ダニ	助詞-副助詞			ダニ	和
13.03明石	OH_OO渋谷源氏	13510	13520	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	13520	13530	I	か	か	カ	副詞			カ	和
13.03明石	OH_OO渋谷源氏	13530	13560	I	ばかり	ばかり	バカリ	助詞-副助詞			バカリ	和
13.03明石	OH_OO渋谷源氏	13560	13580	I	言ひ	言う	イウ	動詞-一般	文語四段-ハ行	連用形-一般	イー	和
13.03明石	OH_OO渋谷源氏	13580	13600	I	寄り	寄る	ヨル	動詞-一般	文語四段-ラ行	連用形-一般	ヨリ	和
13.03明石	OH_OO渋谷源氏	13600	13620	I	ぬれ	ぬ	ヌ	助動詞	文語助動詞-ヌ	已然形-一般	ヌレ	和
13.03明石	OH_OO渋谷源氏	13620	13630	I	ば	ば	バ	助詞-接続助詞			バ	和
13.03明石	OH_OO渋谷源氏	13630	13640	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	13640	13670	I	心強う	心強い	ココロヅヨイ	形容詞-一般	文語形容詞-ク	連用形-ウ音便	ココロズヨー	和
13.03明石	OH_OO渋谷源氏	13670	13690	I	しも	しも	シモ	助詞-副助詞			シモ	和
13.03明石	OH_OO渋谷源氏	13690	13710	I	あら	有る	アル	動詞-非自立可能	文語ラ行変格	未然形-一般	アラ	和
13.03明石	OH_OO渋谷源氏	13710	13720	I	ず	ず	ズ	助動詞	文語助動詞-ズ	連用形-一般	ズ	和
13.03明石	OH_OO渋谷源氏	13720	13750	I	ならひ	習う	ナラウ	動詞-一般	文語四段-ハ行	連用形-一般	ナライ	和
13.03明石	OH_OO渋谷源氏	13750	13770	I	たり	たり	タリ	助動詞	文語助動詞-タリ-完了	連用形-一般	タリ	和
13.03明石	OH_OO渋谷源氏	13770	13780	I	し	き	キ	助動詞	文語助動詞-キ	連体形-一般	シ	和
13.03明石	OH_OO渋谷源氏	13780	13790	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	13790	13800	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	13800	13820	I	いと	いと	イト	副詞			イト	和
13.03明石	OH_OO渋谷源氏	13820	13840	I	かく	斯く	カク	副詞			カク	和
13.03明石	OH_OO渋谷源氏	13840	13870	I	やつれ	窶れる	ヤツレル	動詞-一般	文語下二段-ラ行	連用形-一般	ヤツレ	和
13.03明石	OH_OO渋谷源氏	13870	13890	I	たる	たり	タリ	助動詞	文語助動詞-タリ-完了	連体形-一般	タル	和
13.03明石	OH_OO渋谷源氏	13890	13900	I	に	に	ニ	助詞-接続助詞			ニ	和
13.03明石	OH_OO渋谷源氏	13900	13910	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	13910	13980	I	あなづらはしき	侮らわしい	アナズラワシイ	形容詞-一般	文語形容詞-シク	連体形-一般	アナズラワシキ	和
13.03明石	OH_OO渋谷源氏	13980	13990	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
13.03明石	OH_OO渋谷源氏	13990	14000	I	や	や	ヤ	助詞-係助詞			ヤ	和
13.03明石	OH_OO渋谷源氏	14000	14010	I	」	」		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	14010	14020	I	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	14020	14050	I	ねたう	妬い	ネタイ	形容詞-一般	文語形容詞-ク	連用形-ウ音便	ネトー	和
13.03明石	OH_OO渋谷源氏	14050	14060	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	14060	14100	I	さまざま	様々	サマザマ	形状詞-一般			サマザマ	和
13.03明石	OH_OO渋谷源氏	14100	14110	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
13.03明石	OH_OO渋谷源氏	14110	14130	I	思し	思す	オボス	動詞-一般	文語四段-サ行	連用形-一般	オボシ	和
13.03明石	OH_OO渋谷源氏	14130	14150	I	悩め	悩む	ナヤム	動詞-一般	文語四段-マ行	命令形	ナヤメ	和
13.03明石	OH_OO渋谷源氏	14150	14160	I	り	り	リ	助動詞	文語助動詞-リ	終止形-一般	リ	和
13.03明石	OH_OO渋谷源氏	14160	14170	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	14170	14180	B	「	「		補助記号-括弧開				記号
13.03明石	OH_OO渋谷源氏	14180	14220	I	情けなう	情けない	ナサケナイ	形容詞-一般	文語形容詞-ク	連用形-ウ音便	ナサケノー	和
13.03明石	OH_OO渋谷源氏	14220	14240	I	おし	押す	オス	動詞-一般	文語四段-サ行	連用形-一般	オシ	和
13.03明石	OH_OO渋谷源氏	14240	14260	I	立た	立つ	タツ	動詞-一般	文語四段-タ行	未然形-一般	タタ	和
13.03明石	OH_OO渋谷源氏	14260	14270	I	む	む	ム	助動詞	文語助動詞-ム	連体形-一般	ム	和
13.03明石	OH_OO渋谷源氏	14270	14280	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	14280	14290	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	14290	14310	I	こと	事	コト	名詞-普通名詞-一般			コト	和
13.03明石	OH_OO渋谷源氏	14310	14320	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	14320	14340	I	さま	様	サマ	名詞-普通名詞-一般			サマ	和
13.03明石	OH_OO渋谷源氏	14340	14350	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	14350	14370	I	違へ	違う	タガウ	動詞-一般	文語四段-ハ行	命令形	タガエ	和
13.03明石	OH_OO渋谷源氏	14370	14380	I	り	り	リ	助動詞	文語助動詞-リ	終止形-一般	リ	和
13.03明石	OH_OO渋谷源氏	14380	14390	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	14390	14420	B	心比べ	心比べ	ココロクラベ	名詞-普通名詞-一般			ココロクラベ	和
13.03明石	OH_OO渋谷源氏	14420	14430	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	14430	14450	I	負け	負ける	マケル	動詞-一般	文語下二段-カ行	未然形-一般	マケ	和
13.03明石	OH_OO渋谷源氏	14450	14460	I	む	む	ム	助動詞	文語助動詞-ム	連体形-一般	ム	和
13.03明石	OH_OO渋谷源氏	14460	14480	I	こそ	こそ	コソ	助詞-係助詞			コソ	和
13.03明石	OH_OO渋谷源氏	14480	14490	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	14490	14540	I	人悪ろけれ	人悪い	ヒトワルイ	形容詞-一般	文語形容詞-ク	已然形-一般	ヒトワロケレ	和
13.03明石	OH_OO渋谷源氏	14540	14550	I	」	」		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	14550	14570	I	など	など	ナド	助詞-副助詞			ナド	和
13.03明石	OH_OO渋谷源氏	14570	14580	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	14580	14600	I	乱れ	乱れる	ミダレル	動詞-一般	文語下二段-ラ行	連用形-一般	ミダレ	和
13.03明石	OH_OO渋谷源氏	14600	14620	I	怨み	恨みる	ウラミル	動詞-一般	文語上二段-マ行	連用形-一般	ウラミ	和
13.03明石	OH_OO渋谷源氏	14620	14650	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連体形-一般	タマウ	和
13.03明石	OH_OO渋谷源氏	14650	14670	I	さま	様	サマ	名詞-普通名詞-一般			サマ	和
13.03明石	OH_OO渋谷源氏	14670	14680	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	14680	14700	I	げに	実に	ゲニ	副詞			ゲニ	和
13.03明石	OH_OO渋谷源氏	14700	14720	I	もの	物	モノ	名詞-普通名詞-サ変可能			モノ	和
13.03明石	OH_OO渋谷源氏	14720	14740	I	思ひ	思う	オモウ	動詞-一般	文語四段-ハ行	連用形-一般	オモイ	和
13.03明石	OH_OO渋谷源氏	14740	14760	I	知ら	知る	シル	動詞-一般	文語四段-ラ行	未然形-一般	シラ	和
13.03明石	OH_OO渋谷源氏	14760	14770	I	む	む	ム	助動詞	文語助動詞-ム	連体形-一般	ム	和
13.03明石	OH_OO渋谷源氏	14770	14780	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
13.03明石	OH_OO渋谷源氏	14780	14790	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
13.03明石	OH_OO渋谷源氏	14790	14810	I	こそ	こそ	コソ	助詞-係助詞			コソ	和
13.03明石	OH_OO渋谷源氏	14810	14830	I	見せ	見せる	ミセル	動詞-非自立可能	文語下二段-サ行	未然形-一般	ミセ	和
13.03明石	OH_OO渋谷源氏	14830	14880	I	まほしけれ	まほし	マホシ	助動詞	文語形容詞-シク	已然形-一般	マホシケレ	和
13.03明石	OH_OO渋谷源氏	14880	14890	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	14890	14910	B	近き	近い	チカイ	形容詞-一般	文語形容詞-ク	連体形-一般	チカキ	和
13.03明石	OH_OO渋谷源氏	14910	14930	I	几帳	几帳	キチョウ	名詞-普通名詞-一般			キチョー	漢
13.03明石	OH_OO渋谷源氏	14930	14940	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	14940	14950	I	紐	紐	ヒモ	名詞-普通名詞-一般			ヒモ	和
13.03明石	OH_OO渋谷源氏	14950	14960	I	に	に	ニ	助詞-格助詞			ニ	和
